Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC1003_p2OvaL1_TR_DNA	2755.8111458251706	0.976	688.893	24.998%	175.237	22.044%	0.07202	0.966
EOC1003_p2OvaR1_DNA1	1960.949064494717	0.977	542.598	27.67%	122.443	21.663%	0.08483	0.967
EOC1022_pOme1_DNA1	884.8837764887545	0.851	453.724	51.275%	136.419	55.572%	0.23719	0.789
EOC1022_pPer1_DNA1	1358.826827879444	0.969	358.464	26.38%	94.633	25.534%	0.06112	0.957
EOC1067_pOme1_DNA3	1604.881423102248	0.985	328.962	20.498%	82.086	17.264%	0.04932	0.98
EOC1067_pOvaR1_DNA1	3232.6593710798315	0.981	794.937	24.591%	204.198	20.444%	0.06238	0.976
EOC1067_pPerR1_DNA1	1501.7751190546387	0.992	214.478	14.282%	53.233	12.354%	0.0435	0.989
EOC1067_pTubL1_DNA1	2166.8040540479265	0.987	402.913	18.595%	100.391	16.016%	0.04147	0.982
EOC1091_pOme1_TR_DNA	3098.8889652051444	0.991	504.562	16.282%	120.835	13.412%	0.06077	0.988
EOC1091_pOvaR1_TR_DNA	2637.9626345633537	0.969	732.535	27.769%	192.339	24.654%	0.08808	0.958
EOC124_pOvaL1_TR_DNA1	4417.111455394625	0.989	763.154	17.277%	199.271	14.805%	0.03186	0.986
EOC124_pOvaR1_TR	4047.759470070756	0.989	696.362	17.204%	172.748	14.878%	0.02939	0.985
EOC133_pAsc1_DNA1	3492.8721079373286	0.995	432.417	12.38%	102.111	9.907%	0.03414	0.993
EOC133_pOme1_TR_DNA	3190.908324987377	0.992	496.442	15.558%	116.675	12.665%	0.03752	0.989
EOC133_pOvaL1_DNA1	3135.920383373419	0.995	420.471	13.408%	94.334	10.167%	0.03622	0.993
EOC148_pAdnL1_DNA1	7202.839296609127	0.995	861.946	11.967%	217.63	10.323%	0.01646	0.993
EOC148_pAdnL3_DNA1	6768.848232060547	0.996	756.765	11.18%	181.98	9.214%	0.01946	0.994
EOC148_pOvaL4_DNA1	5273.876693432245	0.991	726.077	13.767%	205.799	13.731%	0.01879	0.987
EOC148_pOvaL5_DNA1	6498.883349850876	0.997	587.177	9.035%	155.173	8.189%	0.01406	0.995
EOC192_iOme1B_DNA2	678.8515152418059	0.953	250.941	36.966%	64.328	30.23%	0.12051	0.938
EOC192_iOme3A_DNA1	700.8106088235589	0.939	275.394	39.296%	75.983	34.313%	0.13771	0.92
EOC192_iOvaR1A_DNA1	959.0604771054909	0.992	137.33	14.319%	36.12	12.834%	0.02707	0.989
EOC192_pAsc1_DNA1	880.704633671309	0.98	196.209	22.279%	53.022	19.798%	0.04986	0.974
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.989	143.67	15.652%	40.15	14.675%	0.02977	0.985
EOC192_pOme2B_DNA2	964.0041714093117	0.991	137.728	14.287%	38.114	13.567%	0.02843	0.988
EOC192_pOvaR1A_DNA1	907.0493577400416	0.99	138.731	15.295%	38.615	14.449%	0.02849	0.986
EOC192_pOvaR1A_DNA3	917.0488345709969	0.984	173.122	18.878%	48.49	17.801%	0.04115	0.978
EOC192_pPer1A_DNA2	1118.8987001439978	0.988	175.639	15.697%	51.467	16.041%	0.02583	0.983
EOC192_pPer2B_DNA1	1389.994158932963	0.96	424.856	30.565%	113.369	30.855%	0.10518	0.944
EOC293_pAdnL1_DNA1	5997.693882801555	0.966	2284.903	38.096%	547.506	27.824%	0.15311	0.959
EOC293_pMes1_DNA2	6323.687079592864	0.966	1961.574	31.019%	553.312	27.079%	0.13307	0.958
EOC293_pOvaR1_DNA2	5265.661499924712	0.954	2103.053	39.939%	557.125	31.713%	0.16461	0.945
EOC372_iOme1_DNA1	3984.859400842834	0.994	550.836	13.823%	126.324	11.21%	0.02367	0.992
EOC372_iPer1_DNA1	2529.9188003744616	0.974	703.687	27.815%	167.849	23.685%	0.08928	0.964
EOC372_pPer1_DNA1	3149.8828697334707	0.986	584.019	18.541%	149.842	16.783%	0.04829	0.981
EOC523_pOme1_DNA2	2238.082215283781	0.933	860.913	38.467%	250.656	35.908%	0.14832	0.911
EOC523_pOvaR1_DNA2	2032.0425758051892	0.922	875.822	43.101%	243.233	38.841%	0.18069	0.895
EOC561_pPer1_DNA1	5091.689780166178	0.98	1461.684	28.707%	335.555	21.164%	0.11948	0.974
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.974	1335.845	30.404%	340.993	24.222%	0.11651	0.969
EOC63_pOme1_DNA1	13347.02152030531	0.979	2793.729	20.931%	824.929	20.251%	0.064	0.972
EOC63_pOvaR1_DNA1	3820.96740499095	0.939	1372.492	35.92%	388.881	35.473%	0.13547	0.916
EOC667_pMes1_DNA1	4900.923479742949	0.989	920.335	18.779%	229.335	15.151%	0.04614	0.986
EOC667_pOme1_DNA2	4290.0531489283885	0.981	1033.569	24.092%	272.221	19.989%	0.055	0.976
EOC77_iOme1_DNA1	1344.485197327381	0.971	349.605	26.003%	91.457	24.351%	0.08207	0.96
EOC77_iOme2_DNA1	1241.484847886027	0.981	284.17	22.89%	71.848	19.432%	0.07408	0.974
EOC77_iPer1_DNA2	1395.5751736150082	0.995	200.079	14.337%	43.742	10.516%	0.03459	0.993
EOC77_pAsc1_DNA1	1092.642047587281	0.994	149.002	13.637%	35.718	11.196%	0.0267	0.991
EOC77_pOme1_DNA3	1279.433605987212	0.985	264.715	20.69%	66.022	17.28%	0.04881	0.98
EOC779_pOme1_DNA1	2035.9929527044942	0.975	525.509	25.811%	129.691	22.393%	0.08036	0.966
EOC779_pOvaL1_DNA1	4306.868665044061	0.989	766.412	17.795%	219.137	15.618%	0.03956	0.986
EOC779_pPer1_DNA1	3341.8731976264326	0.991	553.402	16.56%	137.782	13.455%	0.04604	0.988
EOC863_pMes1_DNA1	1951.3409529659639	0.966	575.899	29.513%	150.241	26.116%	0.10649	0.953
EOC863_pOva1_DNA1	2745.2767122974183	0.974	741.877	27.024%	184.974	22.819%	0.06824	0.964
EOC879_p2Ome1_DNA1	2988.8681346949616	0.992	470.295	15.735%	108.741	12.594%	0.02903	0.989
EOC879_p2OvaL1_DNA1	6042.795099097448	0.989	1003.299	16.603%	270.059	15.187%	0.03058	0.984
EOC879_p2TubL1_DNA1	5451.735982195487	0.99	851.155	15.613%	225.193	13.984%	0.02784	0.987
EOC914_iOme1_DNA1	3607.8482536879173	0.989	633.507	17.559%	155.761	14.982%	0.04727	0.984
EOC914_iOvaL1_DNA1	3498.768319600249	0.984	666.173	19.04%	180.089	17.785%	0.0458	0.978
EOC914_iPer1_DNA1	3392.7773257406498	0.991	536.154	15.803%	133.068	13.349%	0.03065	0.988
EOC984_pOme1_DNA1	1156.7593080244005	0.989	217.617	18.813%	49.301	14.774%	0.06201	0.985
EOC984_pPer1_DNA1	1155.7647656590032	0.991	197.631	17.1%	43.821	13.102%	0.05463	0.988
