Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC1003_p2OvaL1_TR_DNA	2755.8111458251706	0.957	899.659	32.646%	232.755	29.279%	0.09706	0.94
EOC1003_p2OvaR1_DNA1	1960.949064494717	0.949	688.14	35.092%	180.785	31.985%	0.1185	0.928
EOC1022_pOme1_DNA1	884.8837764887545	0.806	520.63	58.836%	155.74	63.442%	0.34619	0.726
EOC1022_pPer1_DNA1	1358.826827879444	0.963	408.951	30.096%	104.769	28.269%	0.09611	0.948
EOC1067_pOme1_DNA3	1604.881423102248	0.972	483.928	30.154%	111.071	23.36%	0.08399	0.962
EOC1067_pOvaR1_DNA1	3232.6593710798315	0.98	770.131	23.823%	203.955	20.42%	0.05154	0.975
EOC1067_pPerR1_DNA1	1501.7751190546387	0.97	455.007	30.298%	106.212	24.65%	0.10467	0.958
EOC1067_pTubL1_DNA1	2166.8040540479265	0.97	646.646	29.843%	153.137	24.43%	0.08201	0.958
EOC1091_pOme1_TR_DNA	3098.8889652051444	0.95	993.441	32.058%	283.767	31.496%	0.09086	0.93
EOC1091_pOvaR1_TR_DNA	2637.9626345633537	0.952	918.495	34.818%	240.062	30.771%	0.12076	0.934
EOC124_pOvaL1_TR_DNA1	4417.111455394625	0.974	1192.202	26.991%	310.304	23.055%	0.06014	0.965
EOC124_pOvaR1_TR	4047.759470070756	0.982	913.486	22.568%	223.241	19.227%	0.0523	0.974
EOC133_pAsc1_DNA1	3492.8721079373286	0.973	951.777	27.249%	238.707	23.159%	0.08523	0.963
EOC133_pOme1_TR_DNA	3190.908324987377	0.983	625.355	19.598%	170.071	18.462%	0.06425	0.976
EOC133_pOvaL1_DNA1	3135.920383373419	0.97	871.157	27.78%	224.297	24.174%	0.08552	0.959
EOC148_pAdnL1_DNA1	7202.839296609127	0.981	1705.593	23.679%	409.953	19.446%	0.06266	0.974
EOC148_pAdnL3_DNA1	6768.848232060547	0.984	1442.491	21.311%	355.724	18.01%	0.06132	0.977
EOC148_pOvaL4_DNA1	5273.876693432245	0.979	1175.44	22.288%	312.216	20.832%	0.05486	0.97
EOC148_pOvaL5_DNA1	6498.883349850876	0.985	1355.852	20.863%	322.218	17.005%	0.05805	0.98
EOC192_iOme1B_DNA2	678.8515152418059	0.827	469.46	69.155%	121.074	56.897%	0.51089	0.768
EOC192_iOme3A_DNA1	700.8106088235589	0.813	499.063	71.212%	130.545	58.953%	0.5086	0.75
EOC192_iOvaR1A_DNA1	959.0604771054909	0.924	439.581	45.835%	108.548	38.569%	0.25513	0.895
EOC192_pAsc1_DNA1	880.704633671309	0.875	524.066	59.505%	130.813	48.845%	0.34978	0.831
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.915	450.369	49.065%	111.003	40.572%	0.28487	0.884
