Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC1003_p2OvaL1_TR_DNA	2755.8111458251706	0.979	650.626	23.609%	163.102	20.517%	0.05585	0.971
EOC1003_p2OvaR1_DNA1	1960.949064494717	0.989	373.743	19.059%	86.652	15.331%	0.04102	0.985
EOC1022_pOme1_DNA1	884.8837764887545	0.897	400.428	45.252%	110.761	45.12%	0.16181	0.852
EOC1022_pPer1_DNA1	1358.826827879444	0.972	336.772	24.784%	87.666	23.654%	0.06204	0.96
EOC1067_pOme1_DNA3	1604.881423102248	0.987	328.669	20.479%	77.406	16.28%	0.05574	0.982
EOC1067_pOvaR1_DNA1	3232.6593710798315	0.994	489.59	15.145%	109.135	10.926%	0.04651	0.992
EOC1067_pPerR1_DNA1	1501.7751190546387	0.993	199.503	13.284%	50.747	11.777%	0.03335	0.99
EOC1067_pTubL1_DNA1	2166.8040540479265	0.988	393.746	18.172%	96.925	15.463%	0.03361	0.984
EOC1091_pOme1_TR_DNA	3098.8889652051444	0.996	338.623	10.927%	77.632	8.616%	0.02241	0.995
EOC1091_pOvaR1_TR_DNA	2637.9626345633537	0.971	727.216	27.567%	187.113	23.984%	0.07832	0.961
EOC124_pOvaL1_TR_DNA1	4417.111455394625	0.996	537.389	12.166%	121.16	9.002%	0.02867	0.995
EOC124_pOvaR1_TR	4047.759470070756	0.991	672.584	16.616%	157.798	13.59%	0.03756	0.987
EOC133_pAsc1_DNA1	3492.8721079373286	0.996	401.05	11.482%	95.61	9.276%	0.02964	0.994
EOC133_pOme1_TR_DNA	3190.908324987377	0.994	430.803	13.501%	102.715	11.15%	0.03248	0.991
EOC133_pOvaL1_DNA1	3135.920383373419	0.995	407.629	12.999%	92.288	9.947%	0.0313	0.993
EOC148_pAdnL1_DNA1	7202.839296609127	0.998	604.089	8.387%	141.646	6.719%	0.01349	0.997
EOC148_pAdnL3_DNA1	6768.848232060547	0.997	667.714	9.865%	151.909	7.691%	0.01527	0.996
EOC148_pOvaL4_DNA1	5273.876693432245	0.994	660.698	12.528%	170.891	11.402%	0.01495	0.991
EOC148_pOvaL5_DNA1	6498.883349850876	0.997	551.522	8.486%	140.267	7.402%	0.01141	0.996
EOC192_iOme1B_DNA2	678.8515152418059	0.961	224.75	33.107%	59.234	27.836%	0.12909	0.948
EOC192_iOme3A_DNA1	700.8106088235589	0.944	255.16	36.409%	73.207	33.059%	0.14049	0.926
EOC192_iOvaR1A_DNA1	959.0604771054909	0.992	154.364	16.095%	35.554	12.633%	0.03092	0.989
EOC192_pAsc1_DNA1	880.704633671309	0.98	174.135	19.772%	52.761	19.701%	0.05347	0.974
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.989	151.584	16.514%	40.874	14.94%	0.03393	0.985
EOC192_pOme2B_DNA2	964.0041714093117	0.99	151.384	15.704%	39.758	14.152%	0.03285	0.987
EOC192_pOvaR1A_DNA1	907.0493577400416	0.99	156.368	17.239%	38.631	14.455%	0.03268	0.986
EOC192_pOvaR1A_DNA3	917.0488345709969	0.984	183.871	20.05%	48.687	17.873%	0.04619	0.978
EOC192_pPer1A_DNA2	1118.8987001439978	0.99	177.964	15.905%	45.309	14.121%	0.03241	0.986
EOC192_pPer2B_DNA1	1389.994158932963	0.98	324.279	23.33%	77.36	21.055%	0.07454	0.97
EOC293_pAdnL1_DNA1	5997.693882801555	0.998	386.676	6.447%	115.87	5.888%	0.00941	0.998
EOC293_pMes1_DNA2	6323.687079592864	0.985	1118.915	17.694%	354.965	17.372%	0.03779	0.981
EOC293_pOvaR1_DNA2	5265.661499924712	0.991	700.974	13.312%	231.144	13.157%	0.02114	0.989
EOC372_iOme1_DNA1	3984.859400842834	0.994	528.205	13.255%	122.569	10.877%	0.02161	0.992
EOC372_iPer1_DNA1	2529.9188003744616	0.98	583.535	23.065%	140.066	19.765%	0.05566	0.972
EOC372_pPer1_DNA1	3149.8828697334707	0.988	551.695	17.515%	140.194	15.702%	0.04321	0.983
EOC523_pOme1_DNA2	2238.082215283781	0.94	802.797	35.87%	239.997	34.381%	0.1245	0.92
EOC523_pOvaR1_DNA2	2032.0425758051892	0.933	760.418	37.421%	225.328	35.982%	0.1396	0.911
EOC561_pPer1_DNA1	5091.689780166178	0.992	710.425	13.953%	199.801	12.602%	0.04345	0.99
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.997	456.991	10.401%	108.491	7.706%	0.01657	0.996
EOC63_pOme1_DNA1	13347.02152030531	0.979	2849.213	21.347%	825.365	20.262%	0.07052	0.972
EOC63_pOvaR1_DNA1	3820.96740499095	0.965	1172.884	30.696%	292.151	26.65%	1000.0	0.951
EOC667_pMes1_DNA1	4900.923479742949	0.994	589.567	12.03%	164.114	10.842%	0.02669	0.992
EOC667_pOme1_DNA2	4290.0531489283885	0.991	698.905	16.291%	183.725	13.491%	0.04098	0.988
EOC77_iOme1_DNA1	1344.485197327381	0.983	284.416	21.154%	68.211	18.162%	0.07257	0.976
EOC77_iOme2_DNA1	1241.484847886027	0.983	257.174	20.715%	70.063	18.949%	0.0853	0.977
EOC77_iPer1_DNA2	1395.5751736150082	0.996	177.797	12.74%	38.565	9.271%	0.03195	0.994
EOC77_pAsc1_DNA1	1092.642047587281	0.993	156.504	14.323%	37.944	11.893%	0.02714	0.99
EOC77_pOme1_DNA3	1279.433605987212	0.986	245.68	19.202%	62.855	16.451%	0.04787	0.982
EOC779_pOme1_DNA1	2035.9929527044942	0.979	500.942	24.604%	119.657	20.66%	0.07081	0.97
EOC779_pOvaL1_DNA1	4306.868665044061	0.992	670.632	15.571%	183.686	13.092%	0.03558	0.99
EOC779_pPer1_DNA1	3341.8731976264326	0.991	544.883	16.305%	137.099	13.389%	0.04252	0.988
EOC863_pMes1_DNA1	1951.3409529659639	0.983	404.345	20.721%	108.323	18.829%	0.0465	0.977
EOC863_pOva1_DNA1	2745.2767122974183	0.975	681.974	24.842%	180.787	22.302%	0.05684	0.966
EOC879_p2Ome1_DNA1	2988.8681346949616	0.993	444.368	14.867%	99.64	11.54%	0.02899	0.991
EOC879_p2OvaL1_DNA1	6042.795099097448	0.99	951.865	15.752%	256.914	14.448%	0.03187	0.986
EOC879_p2TubL1_DNA1	5451.735982195487	0.992	772.281	14.166%	197.234	12.247%	0.02811	0.99
EOC914_iOme1_DNA1	3607.8482536879173	0.989	618.319	17.138%	154.43	14.854%	0.04895	0.985
EOC914_iOvaL1_DNA1	3498.768319600249	0.984	663.485	18.963%	179.997	17.776%	0.0458	0.978
EOC914_iPer1_DNA1	3392.7773257406498	0.991	521.015	15.357%	132.544	13.296%	0.03207	0.988
EOC984_pOme1_DNA1	1156.7593080244005	0.99	199.535	17.249%	47.514	14.238%	0.0544	0.986
EOC984_pPer1_DNA1	1155.7647656590032	0.992	189.895	16.43%	43.007	12.859%	0.04954	0.989
