NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	534.665	20.219	146.26	18.494	0.052	0.973	20000.0
2	537.396	20.676	145.496	18.612	0.054	0.973	20000.0
3	532.091	20.161	144.58	18.204	0.052	0.973	50000.0
4	531.525	20.335	144.061	18.323	0.051	0.973	30000.0
5	530.536	20.176	143.839	18.237	0.051	0.973	20000.0
6	537.922	20.711	148.191	18.935	0.054	0.971	30000.0
7	532.428	20.481	144.108	18.429	0.053	0.973	20000.0
8	541.877	20.316	145.51	18.187	0.051	0.974	30000.0
9	537.398	20.425	146.029	18.587	0.053	0.973	20000.0
10	524.803	20.367	142.325	18.252	0.053	0.973	20000.0
11	539.377	20.618	148.062	18.753	0.054	0.972	30000.0
12	532.038	20.064	143.282	18.04	0.052	0.974	50000.0
13	544.001	20.408	148.334	18.578	0.053	0.973	30000.0
14	534.253	20.469	143.027	18.316	0.054	0.973	40000.0
15	540.192	20.523	146.303	18.391	0.053	0.973	30000.0
16	545.222	20.992	146.386	18.703	0.054	0.972	40000.0
17	535.673	20.442	144.44	18.431	0.053	0.972	20000.0
18	544.126	20.436	148.803	18.501	0.053	0.973	20000.0
19	532.039	20.457	143.881	18.398	0.053	0.973	20000.0
20	537.064	20.449	145.098	18.523	0.053	0.973	20000.0
21	527.403	20.242	141.916	18.147	0.052	0.973	30000.0
22	546.745	20.595	147.978	18.503	0.052	0.973	30000.0
23	541.362	20.546	146.228	18.421	0.053	0.973	30000.0
24	540.61	20.631	146.801	18.647	0.054	0.972	40000.0
25	532.651	19.842	143.509	17.744	0.051	0.974	20000.0
26	537.033	20.484	144.479	18.37	0.053	0.972	20000.0
27	537.458	20.447	146.24	18.45	0.053	0.973	30000.0
28	535.478	20.331	144.253	18.299	0.051	0.973	60000.0
29	544.072	20.738	145.925	18.622	0.054	0.972	40000.0
30	533.254	20.28	143.866	18.194	0.052	0.973	50000.0
31	539.237	20.542	145.861	18.432	0.053	0.973	20000.0
32	536.038	20.411	144.509	18.31	0.052	0.973	20000.0
33	539.523	20.725	146.516	18.654	0.055	0.972	20000.0
34	532.763	20.54	143.167	18.434	0.053	0.972	20000.0
35	536.352	20.248	145.428	18.272	0.053	0.973	40000.0
36	531.518	20.209	144.785	18.42	0.052	0.973	40000.0
37	529.864	20.012	143.328	18.021	0.051	0.974	20000.0
38	538.295	20.793	145.325	18.709	0.053	0.972	30000.0
