Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC1003_p2OvaL1_TR_DNA	2755.8111458251706	0.999	144.149	5.231%	35.823	4.506%	0.01299	0.999
EOC1003_p2OvaR1_DNA1	1960.949064494717	0.998	131.43	6.702%	32.796	5.802%	0.01422	0.998
EOC1022_pOme1_DNA1	884.8837764887545	0.988	158.918	17.959%	38.025	15.49%	0.03807	0.983
EOC1022_pPer1_DNA1	1358.826827879444	0.998	115.255	8.482%	25.178	6.794%	0.01659	0.997
EOC1067_pOme1_DNA3	1604.881423102248	0.999	97.757	6.091%	21.101	4.438%	0.01175	0.999
EOC1067_pOvaR1_DNA1	3232.6593710798315	0.999	172.199	5.327%	40.85	4.09%	0.00771	0.999
EOC1067_pPerR1_DNA1	1501.7751190546387	0.999	109.513	7.292%	24.24	5.626%	0.01873	0.998
EOC1067_pTubL1_DNA1	2166.8040540479265	0.999	139.216	6.425%	30.423	4.853%	0.01144	0.998
EOC1091_pOme1_TR_DNA	3098.8889652051444	0.999	164.649	5.313%	37.144	4.123%	0.00959	0.999
EOC1091_pOvaR1_TR_DNA	2637.9626345633537	0.999	168.064	6.371%	35.976	4.611%	0.01294	0.999
EOC124_pOvaL1_TR_DNA1	4417.111455394625	0.999	284.238	6.435%	66.867	4.968%	0.01178	0.998
EOC124_pOvaR1_TR	4047.759470070756	0.999	235.486	5.818%	55.49	4.779%	0.00876	0.999
EOC133_pAsc1_DNA1	3492.8721079373286	1.0	124.67	3.569%	25.761	2.499%	0.00474	1.0
EOC133_pOme1_TR_DNA	3190.908324987377	1.0	117.504	3.682%	27.703	3.007%	0.00312	0.999
EOC133_pOvaL1_DNA1	3135.920383373419	1.0	98.64	3.145%	19.896	2.144%	0.00497	1.0
EOC148_pAdnL1_DNA1	7202.839296609127	1.0	291.159	4.042%	68.155	3.233%	0.00399	0.999
EOC148_pAdnL3_DNA1	6768.848232060547	1.0	263.695	3.896%	57.245	2.898%	0.00499	0.999
EOC148_pOvaL4_DNA1	5273.876693432245	0.999	284.473	5.394%	67.336	4.493%	0.00484	0.999
EOC148_pOvaL5_DNA1	6498.883349850876	1.0	189.514	2.916%	46.267	2.442%	0.00336	1.0
EOC192_iOme1B_DNA2	678.8515152418059	0.997	69.182	10.191%	16.714	7.854%	0.02457	0.996
EOC192_iOme3A_DNA1	700.8106088235589	0.997	57.694	8.232%	17.688	7.988%	0.01738	0.996
EOC192_iOvaR1A_DNA1	959.0604771054909	0.999	63.038	6.573%	15.135	5.378%	0.01186	0.998
EOC192_pAsc1_DNA1	880.704633671309	0.996	95.152	10.804%	23.556	8.796%	0.02063	0.995
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.999	63.393	6.906%	12.715	4.647%	0.01286	0.999
EOC192_pOme2B_DNA2	964.0041714093117	0.999	53.366	5.536%	10.588	3.769%	0.01101	0.999
EOC192_pOvaR1A_DNA1	907.0493577400416	0.999	58.628	6.464%	13.331	4.988%	0.01147	0.998
EOC192_pOvaR1A_DNA3	917.0488345709969	0.997	75.987	8.286%	19.809	7.272%	0.01482	0.996
EOC192_pPer1A_DNA2	1118.8987001439978	0.999	70.593	6.309%	15.144	4.72%	0.01026	0.999
EOC192_pPer2B_DNA1	1389.994158932963	0.998	115.981	8.344%	24.654	6.71%	0.01603	0.997
EOC293_pAdnL1_DNA1	5997.693882801555	0.999	320.931	5.351%	82.572	4.196%	0.01219	0.999
EOC293_pMes1_DNA2	6323.687079592864	1.0	294.875	4.663%	65.342	3.198%	0.00969	1.0
EOC293_pOvaR1_DNA2	5265.661499924712	0.999	314.906	5.98%	73.0	4.155%	0.01138	0.999
EOC372_iOme1_DNA1	3984.859400842834	1.0	127.474	3.199%	29.882	2.652%	0.00535	1.0
EOC372_iPer1_DNA1	2529.9188003744616	0.998	180.485	7.134%	39.596	5.587%	0.00818	0.998
EOC372_pPer1_DNA1	3149.8828697334707	1.0	117.987	3.746%	25.918	2.903%	0.00609	0.999
EOC523_pOme1_DNA2	2238.082215283781	0.999	114.55	5.118%	25.912	3.712%	0.00842	0.999
EOC523_pOvaR1_DNA2	2032.0425758051892	0.999	137.83	6.783%	33.643	5.372%	0.01157	0.998
EOC561_pPer1_DNA1	5091.689780166178	1.0	181.139	3.558%	42.691	2.693%	0.00479	1.0
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	1.0	200.222	4.557%	42.268	3.002%	0.00632	1.0
EOC63_pOme1_DNA1	13347.02152030531	0.999	1060.353	7.944%	222.399	5.46%	0.01594	0.998
EOC63_pOvaR1_DNA1	3820.96740499095	0.998	289.85	7.586%	69.959	6.382%	0.01509	0.997
EOC667_pMes1_DNA1	4900.923479742949	0.999	272.428	5.559%	59.217	3.912%	0.01047	0.999
EOC667_pOme1_DNA2	4290.0531489283885	0.999	265.145	6.18%	57.871	4.249%	0.0142	0.999
EOC77_iOme1_DNA1	1344.485197327381	0.997	116.596	8.672%	29.76	7.924%	0.02134	0.996
EOC77_iOme2_DNA1	1241.484847886027	0.997	121.86	9.816%	27.736	7.501%	0.02309	0.996
EOC77_iPer1_DNA2	1395.5751736150082	0.998	119.07	8.532%	24.81	5.964%	0.02125	0.998
EOC77_pAsc1_DNA1	1092.642047587281	0.999	84.93	7.773%	16.992	5.326%	0.01603	0.998
