Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EOC1003_p2OvaL1_TR_DNA	2755.8111458251706	0.999	211.394	7.671%	43.886	5.521%	0.01564	0.998
EOC1003_p2OvaR1_DNA1	1960.949064494717	0.997	205.417	10.475%	44.662	7.902%	0.02081	0.996
EOC1022_pOme1_DNA1	884.8837764887545	0.982	200.625	22.672%	47.218	19.235%	0.06259	0.974
EOC1022_pPer1_DNA1	1358.826827879444	0.997	127.102	9.354%	29.171	7.871%	0.01501	0.996
EOC1067_pOme1_DNA3	1604.881423102248	0.996	200.175	12.473%	42.981	9.04%	0.02536	0.995
EOC1067_pOvaR1_DNA1	3232.6593710798315	0.997	336.769	10.418%	80.23	8.032%	0.02257	0.996
EOC1067_pPerR1_DNA1	1501.7751190546387	0.998	137.671	9.167%	28.485	6.611%	0.0152	0.998
EOC1067_pTubL1_DNA1	2166.8040540479265	0.999	145.495	6.715%	31.72	5.06%	0.00976	0.999
EOC1091_pOme1_TR_DNA	3098.8889652051444	0.999	194.021	6.261%	43.278	4.803%	0.01042	0.999
EOC1091_pOvaR1_TR_DNA	2637.9626345633537	0.998	220.332	8.352%	47.772	6.123%	0.01612	0.997
EOC124_pOvaL1_TR_DNA1	4417.111455394625	0.999	331.986	7.516%	72.324	5.373%	0.01217	0.998
EOC124_pOvaR1_TR	4047.759470070756	0.999	295.579	7.302%	65.702	5.659%	0.01069	0.998
EOC133_pAsc1_DNA1	3492.8721079373286	0.999	238.272	6.822%	52.134	5.058%	0.01043	0.998
EOC133_pOme1_TR_DNA	3190.908324987377	0.999	226.207	7.089%	49.096	5.33%	0.00921	0.998
EOC133_pOvaL1_DNA1	3135.920383373419	0.999	214.021	6.825%	45.597	4.914%	0.01302	0.999
EOC148_pAdnL1_DNA1	7202.839296609127	0.999	340.058	4.721%	77.736	3.687%	0.00539	0.999
EOC148_pAdnL3_DNA1	6768.848232060547	0.999	287.579	4.249%	63.494	3.215%	0.00634	0.999
EOC148_pOvaL4_DNA1	5273.876693432245	0.999	323.018	6.125%	77.08	5.143%	0.00629	0.998
EOC148_pOvaL5_DNA1	6498.883349850876	1.0	210.718	3.242%	51.78	2.733%	0.00336	1.0
EOC192_iOme1B_DNA2	678.8515152418059	0.996	75.176	11.074%	19.863	9.334%	0.03229	0.994
EOC192_iOme3A_DNA1	700.8106088235589	0.994	88.988	12.698%	23.794	10.745%	0.02897	0.993
EOC192_iOvaR1A_DNA1	959.0604771054909	0.998	80.284	8.371%	19.177	6.814%	0.01607	0.997
EOC192_pAsc1_DNA1	880.704633671309	0.996	99.233	11.267%	24.775	9.251%	0.02461	0.994
EOC192_pOme1A_TR_DNA1	917.9051193816222	0.999	70.417	7.671%	15.281	5.585%	0.0142	0.998
EOC192_pOme2B_DNA2	964.0041714093117	0.999	52.014	5.396%	10.3	3.666%	0.00996	0.999
EOC192_pOvaR1A_DNA1	907.0493577400416	0.998	69.388	7.65%	16.922	6.332%	0.01485	0.997
EOC192_pOvaR1A_DNA3	917.0488345709969	0.997	81.488	8.886%	22.559	8.282%	0.01683	0.995
EOC192_pPer1A_DNA2	1118.8987001439978	0.998	86.903	7.767%	20.71	6.455%	0.01119	0.997
EOC192_pPer2B_DNA1	1389.994158932963	0.991	200.196	14.403%	51.915	14.129%	0.03364	0.988
EOC293_pAdnL1_DNA1	5997.693882801555	0.998	509.607	8.497%	134.837	6.852%	0.01269	0.998
EOC293_pMes1_DNA2	6323.687079592864	1.0	186.077	2.943%	43.569	2.132%	0.00448	1.0
EOC293_pOvaR1_DNA2	5265.661499924712	0.999	372.765	7.079%	99.917	5.688%	0.00992	0.998
EOC372_iOme1_DNA1	3984.859400842834	0.999	216.347	5.429%	46.266	4.106%	0.00915	0.999
EOC372_iPer1_DNA1	2529.9188003744616	0.997	263.821	10.428%	56.385	7.956%	0.01654	0.996
EOC372_pPer1_DNA1	3149.8828697334707	0.999	213.294	6.771%	46.541	5.213%	0.01029	0.998
EOC523_pOme1_DNA2	2238.082215283781	0.997	224.801	10.044%	57.156	8.188%	0.01325	0.996
EOC523_pOvaR1_DNA2	2032.0425758051892	0.994	214.776	10.569%	66.069	10.55%	0.01785	0.993
EOC561_pPer1_DNA1	5091.689780166178	0.997	459.392	9.022%	119.654	7.547%	0.01714	0.996
EOC561_pPer1_DNA1_bgiseq	4393.676664631116	0.998	398.456	9.069%	100.136	7.113%	0.01449	0.997
EOC63_pOme1_DNA1	13347.02152030531	0.997	1260.933	9.447%	307.678	7.553%	0.01855	0.996
EOC63_pOvaR1_DNA1	3820.96740499095	0.997	371.59	9.725%	90.835	8.286%	0.02054	0.995
EOC667_pMes1_DNA1	4900.923479742949	0.998	397.346	8.108%	101.417	6.7%	0.01735	0.998
EOC667_pOme1_DNA2	4290.0531489283885	0.997	409.535	9.546%	106.434	7.815%	0.02285	0.997
EOC77_iOme1_DNA1	1344.485197327381	0.997	133.989	9.966%	30.243	8.053%	0.0225	0.995
EOC77_iOme2_DNA1	1241.484847886027	0.996	170.618	13.743%	36.907	9.982%	0.0371	0.994
EOC77_iPer1_DNA2	1395.5751736150082	0.998	127.533	9.138%	27.34	6.573%	0.02291	0.997
EOC77_pAsc1_DNA1	1092.642047587281	0.999	84.974	7.777%	17.623	5.524%	0.01428	0.998
EOC77_pOme1_DNA3	1279.433605987212	0.995	168.545	13.173%	37.802	9.894%	0.02882	0.993
EOC779_pOme1_DNA1	2035.9929527044942	0.997	196.364	9.645%	43.481	7.507%	0.02261	0.996
EOC779_pOvaL1_DNA1	4306.868665044061	0.997	411.735	9.56%	120.395	8.581%	0.01705	0.997
EOC779_pPer1_DNA1	3341.8731976264326	0.997	307.492	9.201%	78.109	7.628%	0.01672	0.997
EOC863_pMes1_DNA1	1951.3409529659639	0.989	319.726	16.385%	85.837	14.921%	0.03971	0.985
EOC863_pOva1_DNA1	2745.2767122974183	0.998	230.59	8.4%	55.431	6.838%	0.02117	0.997
EOC879_p2Ome1_DNA1	2988.8681346949616	0.999	204.59	6.845%	46.04	5.332%	0.01149	0.998
EOC879_p2OvaL1_DNA1	6042.795099097448	0.999	332.737	5.506%	72.934	4.102%	0.00819	0.999
EOC879_p2TubL1_DNA1	5451.735982195487	0.999	262.026	4.806%	62.705	3.894%	0.0057	0.999
EOC914_iOme1_DNA1	3607.8482536879173	0.999	237.068	6.571%	53.976	5.192%	0.01352	0.998
EOC914_iOvaL1_DNA1	3498.768319600249	0.999	229.881	6.57%	51.204	5.057%	0.01369	0.998
EOC914_iPer1_DNA1	3392.7773257406498	0.999	191.436	5.642%	40.687	4.082%	0.01064	0.999
EOC984_pOme1_DNA1	1156.7593080244005	0.996	133.688	11.557%	28.655	8.587%	0.03489	0.995
EOC984_pPer1_DNA1	1155.7647656590032	0.997	126.726	10.965%	25.977	7.767%	0.03424	0.996
