NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	301.821	12.099	77.03	10.43	0.023	0.992	50000.0
2	293.998	12.043	74.507	10.248	0.024	0.992	40000.0
3	288.621	11.564	72.617	9.754	0.023	0.993	140000.0
4	284.778	11.358	70.702	9.461	0.022	0.993	110000.0
5	284.677	11.469	71.499	9.795	0.022	0.992	30000.0
6	289.63	11.692	73.607	9.94	0.023	0.992	150000.0
7	287.719	11.376	72.542	9.631	0.023	0.993	50000.0
8	289.885	11.373	73.386	9.616	0.022	0.993	80000.0
9	295.059	11.937	74.218	10.047	0.024	0.992	70000.0
10	289.857	11.614	72.193	9.693	0.024	0.993	80000.0
11	304.417	12.268	78.748	10.552	0.024	0.991	30000.0
12	306.527	12.119	77.315	10.244	0.025	0.992	90000.0
13	295.194	11.794	74.138	9.981	0.023	0.992	20000.0
14	303.57	12.096	75.644	10.158	0.024	0.992	60000.0
15	297.236	11.9	75.709	10.092	0.024	0.992	50000.0
16	299.039	12.022	73.971	10.11	0.024	0.992	20000.0
17	300.83	12.222	76.293	10.427	0.025	0.991	60000.0
18	278.336	11.199	69.029	9.321	0.024	0.993	50000.0
19	298.795	11.983	75.62	10.208	0.023	0.992	70000.0
20	300.942	12.061	75.523	10.151	0.024	0.992	40000.0
21	301.76	12.28	76.801	10.463	0.024	0.991	90000.0
22	291.141	11.479	73.161	9.675	0.022	0.993	50000.0
23	298.729	11.776	75.333	9.969	0.022	0.993	50000.0
24	291.825	11.726	71.958	9.782	0.024	0.993	60000.0
25	298.908	11.893	75.135	10.007	0.024	0.992	70000.0
26	312.655	12.392	79.691	10.513	0.025	0.992	50000.0
27	297.776	11.828	74.597	9.902	0.024	0.993	60000.0
28	289.375	11.678	73.231	10.018	0.023	0.992	30000.0
29	299.5	12.266	76.757	10.588	0.025	0.991	90000.0
30	293.591	11.727	74.641	9.895	0.023	0.993	40000.0
31	304.586	12.139	77.483	10.379	0.024	0.992	40000.0
32	290.33	11.741	71.875	9.801	0.024	0.993	70000.0
33	327.887	12.542	85.856	10.889	0.024	0.991	70000.0
34	289.726	11.906	72.729	10.098	0.025	0.992	70000.0
35	286.573	11.526	71.475	9.692	0.024	0.993	60000.0
36	287.461	11.609	73.041	9.93	0.023	0.992	60000.0
37	279.378	11.055	68.468	9.172	0.023	0.993	70000.0
38	297.403	12.041	75.605	10.331	0.024	0.992	50000.0
39	298.811	11.858	75.194	10.051	0.024	0.992	40000.0
40	295.71	11.936	73.829	10.025	0.023	0.992	80000.0
