NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	426.024	16.029	112.273	14.214	0.036	0.984	30000.0
2	405.955	15.521	106.219	13.551	0.037	0.986	30000.0
3	406.962	15.307	106.25	13.394	0.035	0.986	40000.0
4	408.796	15.494	107.782	13.459	0.035	0.986	30000.0
5	405.053	15.225	105.293	13.277	0.034	0.986	50000.0
6	406.349	15.597	106.5	13.673	0.036	0.985	30000.0
7	399.343	15.084	104.316	13.241	0.035	0.986	70000.0
8	437.13	15.955	115.567	13.885	0.035	0.986	50000.0
9	414.826	15.828	110.151	13.925	0.037	0.985	60000.0
10	423.06	15.901	112.391	13.885	0.037	0.986	50000.0
11	419.87	16.033	111.076	14.041	0.038	0.984	40000.0
12	417.967	15.672	111.372	13.738	0.037	0.985	40000.0
13	423.706	15.881	111.643	13.842	0.037	0.985	60000.0
14	417.648	15.788	108.687	13.691	0.038	0.985	60000.0
15	419.579	15.762	111.922	13.896	0.037	0.985	20000.0
16	417.979	15.93	107.919	13.818	0.037	0.985	50000.0
17	427.494	16.362	113.206	14.293	0.039	0.984	40000.0
18	407.781	15.296	105.619	13.263	0.036	0.986	20000.0
19	404.138	15.335	105.72	13.414	0.035	0.986	20000.0
20	425.79	15.905	112.774	13.933	0.037	0.985	40000.0
21	430.27	16.572	111.228	14.361	0.038	0.984	50000.0
22	427.493	16.137	111.394	14.019	0.036	0.985	30000.0
23	423.885	15.937	110.282	13.813	0.037	0.985	30000.0
24	430.6	16.188	113.337	14.12	0.037	0.984	20000.0
25	433.961	16.046	114.586	14.083	0.036	0.984	40000.0
26	424.565	16.156	109.514	13.949	0.038	0.984	30000.0
27	413.185	15.649	107.825	13.612	0.037	0.985	30000.0
28	402.379	15.365	104.664	13.499	0.035	0.986	30000.0
29	422.905	16.385	110.111	14.292	0.038	0.984	30000.0
30	418.041	15.847	109.857	13.774	0.036	0.985	60000.0
31	430.259	16.296	111.948	14.183	0.037	0.984	40000.0
32	412.785	15.673	109.076	13.687	0.037	0.985	50000.0
33	437.901	16.329	116.531	14.261	0.038	0.985	70000.0
34	406.805	15.546	105.367	13.505	0.036	0.985	50000.0
35	428.421	16.133	112.187	14.108	0.037	0.984	40000.0
36	414.042	15.593	108.922	13.64	0.036	0.985	40000.0
37	414.967	15.487	106.987	13.369	0.035	0.986	20000.0
38	408.987	15.548	105.112	13.479	0.035	0.986	20000.0
39	431.839	16.062	115.027	14.098	0.037	0.985	40000.0
40	414.054	15.439	107.118	13.401	0.036	0.986	30000.0
41	410.562	15.463	107.335	13.51	0.036	0.986	40000.0
42	428.957	16.169	111.233	13.886	0.036	0.985	40000.0
43	408.423	15.663	105.379	13.518	0.037	0.985	80000.0
44	413.259	15.783	107.698	13.611	0.036	0.985	40000.0
45	413.161	15.769	110.065	14.026	0.037	0.984	40000.0
46	411.092	15.283	105.0	13.13	0.036	0.987	50000.0
47	430.143	16.307	113.576	14.313	0.037	0.983	40000.0
48	415.189	15.385	106.874	13.407	0.036	0.986	40000.0
49	400.148	15.063	103.781	13.162	0.035	0.987	50000.0
50	410.604	15.562	108.223	13.544	0.035	0.986	60000.0
51	413.992	15.79	107.702	13.778	0.036	0.985	30000.0
52	400.148	15.19	101.29	13.026	0.035	0.987	20000.0
53	415.164	15.427	107.671	13.422	0.035	0.986	30000.0
54	427.823	16.116	111.813	14.072	0.036	0.984	20000.0
55	426.361	15.939	114.414	14.118	0.038	0.985	30000.0
56	417.636	15.857	109.602	13.862	0.036	0.985	20000.0
57	425.014	16.14	109.596	13.945	0.037	0.985	20000.0
58	417.186	15.935	107.937	13.823	0.037	0.985	40000.0
59	401.211	15.319	103.612	13.287	0.036	0.986	60000.0
60	415.113	15.681	108.073	13.539	0.037	0.986	30000.0
61	423.91	15.973	113.351	14.069	0.037	0.985	20000.0
62	414.443	15.705	108.849	13.693	0.036	0.985	30000.0
63	415.976	15.74	109.617	13.75	0.036	0.985	30000.0
64	405.555	15.113	105.783	13.082	0.035	0.987	20000.0
65	401.246	15.257	102.547	13.055	0.035	0.987	20000.0
66	410.419	15.705	107.811	13.761	0.037	0.985	30000.0
67	412.451	15.464	106.654	13.413	0.036	0.986	20000.0
68	418.342	15.696	108.503	13.485	0.036	0.986	50000.0
69	410.409	15.74	106.487	13.735	0.036	0.985	20000.0
70	430.993	15.998	112.739	13.876	0.037	0.986	40000.0
71	399.654	15.173	103.085	13.088	0.035	0.987	30000.0
72	406.659	15.507	104.812	13.415	0.036	0.986	60000.0
73	410.407	15.379	105.568	13.254	0.035	0.986	50000.0
74	447.538	16.614	120.198	14.702	0.036	0.984	30000.0
75	402.808	15.232	104.037	13.259	0.035	0.986	20000.0
76	430.839	16.371	113.674	14.363	0.037	0.984	30000.0
77	428.293	16.223	111.122	13.929	0.037	0.985	90000.0
78	407.951	15.294	104.985	13.222	0.036	0.986	20000.0
79	421.662	15.917	109.289	13.736	0.036	0.985	40000.0
80	412.404	15.648	107.708	13.68	0.036	0.985	50000.0
81	409.571	15.585	105.749	13.481	0.036	0.986	30000.0
82	420.71	15.956	110.065	13.865	0.036	0.985	20000.0
83	422.482	15.804	111.554	13.774	0.036	0.985	30000.0
84	427.456	16.043	113.545	14.214	0.036	0.984	40000.0
85	419.644	15.921	111.864	14.047	0.037	0.985	80000.0
86	425.173	15.739	112.139	13.577	0.035	0.986	40000.0
87	419.393	15.787	109.157	13.743	0.036	0.985	30000.0
88	420.955	15.881	109.915	13.84	0.037	0.985	30000.0
89	426.838	15.982	112.422	13.892	0.036	0.985	50000.0
90	410.986	15.711	107.963	13.795	0.036	0.985	50000.0
91	424.842	16.107	112.032	14.091	0.037	0.985	20000.0
92	413.987	15.55	107.607	13.486	0.036	0.986	30000.0
93	418.605	15.726	107.025	13.467	0.037	0.986	50000.0
94	421.7	16.218	109.819	14.049	0.038	0.984	60000.0
95	412.8	15.918	107.219	13.89	0.037	0.984	20000.0
96	406.936	15.501	104.908	13.479	0.036	0.986	30000.0
97	407.8	15.478	105.86	13.433	0.035	0.986	20000.0
98	441.528	16.162	118.051	14.156	0.036	0.985	30000.0
99	425.138	15.682	111.719	13.525	0.036	0.986	50000.0
100	409.935	15.426	107.493	13.322	0.035	0.986	50000.0
